Chem_formula,Temp,Cp,H,G,S,L
Be1F4Li2,600,180.247,0.687820294,0.932113502,0.431705383,0.86867235
Be1F4Li2,500,165.352,0.552125599,0.388107975,0.411952267,0.078212556
Be1F4Li2,400,150.457,0.53170134,0.268154767,0.961039688,0.549402435
Be1F4Li2,300,135.52,0.013952419,0.458225677,0.452649893,0.043520808
Be1F4Li2,298,135.269,0.574840407,0.323166754,0.238116209,0.239390586
Be1H2O2,298,65.701,0.847465864,0.005166412,0.16372811,0.094182647
Be1H2O2,900,110.399,0.893293417,0.016720979,0.146945221,0.621950644
Be1H2O2,800,107.495,0.83395968,0.492037836,0.310154047,0.062962669
Be1H2O2,700,103.956,0.047011543,0.676171958,0.286004609,0.494834073
Be1H2O2,600,99.387,0.172132541,0.203249841,0.549320878,0.756514114
Be1H2O2,500,92.994,0.51733542,0.878694619,0.787349513,0.675435901
Be1H2O2,400,82.902,0.319838758,0.347105973,0.825205089,0.360057415
Be1H2O2,300,66.053,0.562441056,0.82004252,0.092082736,0.059654025
Be1I2,1400,89.341,0.733124887,0.060161101,0.132892263,0.582684802
Be1I2,1300,89.115,0.892098635,0.842674492,0.989907913,0.53268748
Be1I2,1200,88.78,0.73881398,0.127638294,0.203681338,0.461517335
Be1I2,1100,88.337,0.212869674,0.433644369,0.569247279,0.385808306
Be1I2,1000,87.789,0.445233552,0.138357919,0.637763253,0.655151846
Be1I2,900,87.132,0.514516595,0.544642877,0.202100088,0.24359439
Be1I2,800,86.366,0.509261935,0.558628897,0.481836789,0.069998607
Be1I2,753,85.944,0.739003256,0.919219033,0.049138797,0.373789591
Be1I2,700,,0.854301449,0.589977409,0.831871774,0.436594637
Be1I2,600,84.19,0.143822082,0.098426457,0.880689262,0.539701871
Be1I2,500,81.638,0.371759369,0.113121908,0.285809677,0.005985188
Be1I2,400,76.868,0.679741041,0.536605876,0.557863174,0.896025198
Be1I2,300,69.128,0.406084141,0.928796516,0.214264215,0.198671092
Be1I2,298,68.961,0.554419337,0.709716515,0.68609007,0.783153727
Be1O4S1,298,85.697,0.339537958,0.18926013,0.587093742,0.105031401
Be1O4S1,2200,200.832,0.814446234,0.834668299,0.405941016,0.757553635
Be1O4S1,2100,200.832,0.1533058,0.066291871,0.837971358,0.150722924
Be1O4S1,2000,200.832,0.501941831,0.840154939,0.652827583,0.24981761
Be1O4S1,1900,200.832,0.384358079,0.143987908,0.803309288,0.888492832
Be1O4S1,1800,200.832,0.593979686,0.007137978,0.397589337,0.600794391
Be1O4S1,1700,200.706,0.683771744,0.238734261,0.613917796,0.584629248
Be1O4S1,1600,200.004,0.880807047,0.947751726,0.407322794,0.834469809
Be1O4S1,1500,198.656,0.612111671,0.71778305,0.591331379,0.546343442
Be1O4S1,1400,196.581,0.146492707,0.517449677,0.589667932,0.914691495
Be1O4S1,1300,193.543,0.551875494,0.249004662,0.294025409,0.463364183
Be1O4S1,1200,189.209,0.804447208,0.19117619,0.211480041,0.775193116
Be1O4S1,1100,183.088,0.750810672,0.972428992,0.694599883,0.586203365
Be1O4S1,1000,174.431,0.151936407,0.449805706,0.060387231,0.587893801
Be1O4S1,900,162.046,0.27579856,0.979265003,0.621458395,0.680231348
Be1O4S1,800,149.787,0.113015687,0.682109794,0.592279357,0.546112808
Be1O4S1,700,137.988,0.440201006,0.924550044,0.101871573,0.647605965
Be1O4S1,600,126.817,0.465022642,0.747962252,0.617998553,0.242978987
Be1O4S1,500,116.357,0.88623627,0.240034583,0.583114515,0.520643474
Be1O4S1,400,103.88,0.240598113,0.422554085,0.893017599,0.382817902
Be1O4S1,300,86.111,0.19773006,0.579340202,0.294818455,0.706450701
Be2O4Si1,2900,194.589,0.547962045,0.671751248,0.90227307,0.497863952
Be2O4Si1,2800,193.702,0.592084964,0.738726729,0.632991796,0.37869622
Be2O4Si1,2700,192.815,0.321148498,0.754791928,0.217709035,0.325039486
Be2O4Si1,2600,191.928,0.605314646,0.913934532,0.817194902,0.97718143
Be2O4Si1,2500,191.041,0.739895386,0.867512767,0.729562976,0.181933564
Be2O4Si1,2400,190.154,0.279687081,0.920036845,0.487178106,0.945108904
Be2O4Si1,2300,189.267,0.303672773,0.39780488,0.405051313,0.60728693
Be2O4Si1,2200,188.38,0.102556075,0.53476553,0.580938379,0.818333512
Be2O4Si1,2100,187.493,0.594275339,0.803984665,0.32996945,0.112096666
Be2O4Si1,2000,186.606,0.108166969,0.076130428,0.459895729,0.244850866
Be2O4Si1,1900,185.686,0.767184707,0.053118275,0.377769852,0.926106506
Be2O4Si1,1800,184.749,0.675673046,0.365953904,0.082462797,0.393146116
Be2O4Si1,1700,183.803,0.486317846,0.092375394,0.493898493,0.618397129
Be2O4Si1,1600,182.849,0.451421814,0.206053998,0.882084212,0.037905442
Be2O4Si1,1500,181.887,0.484761446,0.799755681,0.873582096,0.097854787
Be2O4Si1,1400,180.916,0.563630473,0.759316369,0.991836332,0.570018926
Be2O4Si1,1300,179.636,0.019756267,0.100574422,0.642691112,0.465726471
Be2O4Si1,1200,178.197,0.959987012,0.191792105,0.108083261,0.475878923
Be2O4Si1,1100,176.356,0.965463802,0.605598969,0.852741922,0.226696626
Be2O4Si1,1000,174.054,0.487808563,0.456310267,0.272022486,0.760601517
Be2O4Si1,900,170.749,0.896734181,0.368361802,0.874887232,0.295725052
Be2O4Si1,800,166.021,0.309083992,0.003014506,0.736214172,0.948081412
Be2O4Si1,700,158.866,0.281067662,0.826291782,0.187241387,0.108367098
Be2O4Si1,600,149.16,0.22518941,0.752086813,0.050016321,0.811060678
Be2O4Si1,500,136.942,0.264895343,0.502713753,0.935469259,0.164236834
Be2O4Si1,400,120.75,0.329043473,0.668737569,0.143110884,0.691563251
Be2O4Si1,300,96.098,0.161048025,0.211088779,0.807025216,0.372491318
Be2O4Si1,298,95.563,0.69444839,0.993828982,0.410250566,0.535201001
Be3N2,298,64.358,0.322586496,0.430827337,0.126751456,0.479488076
Be3N2,2900,129.692,0.502495925,0.16834835,0.780619471,0.626931719
Be3N2,2800,129.677,0.366809161,0.274627291,0.718893811,0.442375148
Be3N2,2700,129.659,0.400241198,0.294440943,0.448306338,0.070625929
Be3N2,2600,129.639,0.377010214,0.837449466,0.927998145,0.73152865
Be3N2,2500,129.615,0.12587288,0.06883438,0.171696993,0.695071049
Be3N2,2473,129.606,0.173669542,0.068617821,0.603507013,0.764046888
Be3N2,2400,129.588,0.442309728,0.863918752,0.305362518,0.733140604
Be3N2,2300,129.559,0.070370965,0.168364154,0.038448937,0.988285488
Be3N2,2200,129.526,0.596667771,0.56104954,0.893668403,0.819055124
Be3N2,2100,129.49,0.613789222,0.510427422,0.278202448,0.54135081
Be3N2,2000,129.452,0.005068159,0.051706678,0.859855156,0.376096893
Be3N2,1900,129.411,0.486397052,0.670699723,0.930699611,0.555065435
Be3N2,1800,129.366,0.700812146,0.162328718,0.350006623,0.600388811
Be3N2,1700,129.319,0.922546006,0.781237236,0.243421096,0.384282564
Be3N2,1600,129.269,0.85550858,0.145338958,0.966414615,0.576004929
Be3N2,1500,129.047,0.493450752,0.638239601,0.171117118,0.134586884
Be3N2,1400,128.616,0.102932004,0.749792691,0.944473178,0.107765407
Be3N2,1300,127.926,0.170445707,0.669509175,0.25036445,0.273414563
Be3N2,1200,126.922,0.495521251,0.951386301,0.47087248,0.303189592
Be3N2,1100,125.52,0.489765208,0.594722212,0.402163375,0.705226766
Be3N2,1000,123.612,0.097317487,0.328345119,0.216205773,0.840824646
Be3N2,900,121.043,0.32600107,0.256302088,0.868326075,0.564454223
Be3N2,800,117.591,0.920455186,0.22073144,0.419224948,0.904034265
Be3N2,700,112.922,0.764745414,0.364640837,0.937118272,0.269362962
Be3N2,600,106.516,0.305362795,0.900460334,0.744041018,0.986907914
Be3N2,500,97.512,0.692679039,0.103179416,0.453362561,0.905484076
Be3N2,400,84.433,0.436184334,0.456347193,0.914504611,0.083374503
Be3N2,300,64.668,0.730032078,0.482160703,0.407492572,0.769979087
Br1H4N1,1400,174.264,0.838504087,0.433693613,0.318337845,0.89455233
Br1H4N1,1300,168.127,0.485141038,0.791564033,0.542854812,0.588564786
Br1H4N1,1200,161.502,0.942951146,0.610960722,0.346898346,0.94475508
Br1H4N1,1100,154.102,0.43178911,0.277533912,0.545994234,0.29977099
Br1H4N1,1000,146.022,0.333709394,0.475149087,0.317154819,0.328039446
Br1H4N1,900,136.817,0.085934411,0.902348094,0.685963876,0.29901586
Br1H4N1,800,126.775,0.652042565,0.695685025,0.546335905,0.767407712
Br1H4N1,700,115.06,0.879193982,0.872508275,0.700078615,0.624663406
Br1H4N1,600,102.424,0.774733544,0.383490915,0.643540566,0.333307273
Br1H4N1,500,87.195,0.06320179,0.542364227,0.085733605,0.517587692
Br1H4N1,411,92.844,0.648819186,0.972069973,0.177457033,0.069590484
Br1H4N1,411,72.867,0.560771669,0.581421329,0.531909979,0.730782241
Br1H4N1,400,92.717,0.052991987,0.111073682,0.050671175,0.513908237
Br1H4N1,300,88.893,0.521041977,0.969914447,0.411962417,0.212536053
Br1H4N1,298,88.676,0.872696938,0.010619561,0.884780407,0.228536744
Br1K1,298,52.379,0.00221767,0.808644903,0.091746576,0.809112245
Br1K1,1400,81.797,0.311940167,0.98160346,0.413926581,0.843521378
Br1K1,1300,79.622,0.9486321,0.627891673,0.080178518,0.277758283
Br1K1,1200,76.86,0.502242874,0.103733855,0.980706135,0.910085883
Br1K1,1100,73.053,0.958515948,0.56895474,0.710547412,0.331972692
Br1K1,1007,68.367,0.855936285,0.922627101,0.14248934,0.740033999
Br1K1,1000,68.011,0.177431926,0.13705722,0.97162025,0.033860676
Br1K1,900,63.687,0.392355813,0.933843513,0.495893105,0.499523415
Br1K1,800,60.417,0.611125045,0.862519165,0.757440003,0.436893465
Br1K1,700,58.084,0.627701798,0.758251017,0.253860809,0.869172698
Br1K1,600,56.358,0.216692662,0.762810398,0.244062042,0.861421505
Br1K1,500,55.25,0.163017725,0.293644291,0.436952433,0.180824366
Br1K1,400,53.806,0.38933976,0.294539525,0.450802791,0.21003517
Br1K1,300,52.3,0.911484101,0.425306851,0.904242765,0.083901358
Br1Na1,298,51.4,0.741247762,0.934072153,0.262308333,0.418987572
Br1Na1,1900,72.645,0.597692812,0.230372658,0.649644736,0.123822187
Br1Na1,1800,71.267,0.65931769,0.545006314,0.596412438,0.312477066
Br1Na1,1700,69.925,0.800772421,0.815940542,0.980753032,0.637577239
Br1Na1,1600,68.618,0.968532355,0.585029067,0.868900946,0.643431667
Br1Na1,1500,67.345,0.851404581,0.522336749,0.054036627,0.964823531
Br1Na1,1400,66.107,0.452098244,0.489886224,0.300671182,0.03735058
Br1Na1,1300,64.852,0.518652601,0.162484535,0.067674553,0.582522561
Br1Na1,1200,63.597,0.570390787,0.893060635,0.050663957,0.488756131
Br1Na1,1100,62.342,0.332282466,0.600612349,0.785031207,0.373737093
Br1Na1,1020,61.337,0.885447673,0.309027377,0.144445964,0.503472052
Br1Na1,1000,61.086,0.78520177,0.262328403,0.153757899,0.989489092
Br1Na1,900,59.831,0.676895621,0.806538725,0.656873571,0.85427908
Br1Na1,800,58.576,0.146046376,0.060717515,0.482944749,0.008886955
Br1Na1,700,57.321,0.646034505,0.748704953,0.102136726,0.368410821
Br1Na1,600,56.066,0.481928382,0.841354492,0.76838042,0.484869362
Br1Na1,500,54.852,0.59897659,0.908318915,0.958222594,0.049557396
Br1Na1,400,53.451,0.646641703,0.443440063,0.274889661,0.262702948
Br1Na1,300,51.442,0.128113166,0.884143587,0.326140794,0.794504182
Br2Ca1,1400,103.387,0.793893597,0.484686324,0.114169319,0.818641
Br2Ca1,1300,99.412,0.060132354,0.067751874,0.778083026,0.73249864
Br2Ca1,1200,95.563,0.758326396,0.094179848,0.687712553,0.980040214
Br2Ca1,1100,91.922,0.388646112,0.239444667,0.292349364,0.973162523
Br2Ca1,1015,89.036,0.402302442,0.889562641,0.600222191,0.098021308
Br2Ca1,1000,88.617,0.047700281,0.500580508,0.787732307,0.74754082
Br2Ca1,900,85.856,0.382359182,0.510426173,0.784786192,0.053196887
Br2Ca1,800,83.471,0.590360207,0.12596942,0.212320108,0.843812571
Br2Ca1,700,81.63,0.130019537,0.070110631,0.922377369,0.466557332
Br2Ca1,600,80.5,0.686226011,0.512455224,0.694794689,0.253471529
Br2Ca1,500,79.454,0.69300021,0.508182112,0.153846419,0.587439183
Br2Ca1,400,77.99,0.579985017,0.138507142,0.055966686,0.773321519
Br2Ca1,300,75.124,0.842521246,0.592702945,0.363300294,0.5109458
Br2Ca1,298,75.04,0.992010379,0.165418108,0.387537765,0.416549939
Br2Fe1,298,80.232,0.163705886,0.58662125,0.946920222,0.478912057
Br2Fe1,1400,104.759,0.76114256,0.784528607,0.925669879,0.323194433
Br2Fe1,1300,102.533,0.879876926,0.179627745,0.288429861,0.034649702
Br2Fe1,1200,100.307,0.465197412,0.63999189,0.227586869,0.216116837
Br2Fe1,1100,98.081,0.775966619,0.3327702,0.319741092,0.609154291
Br2Fe1,1000,95.855,0.905390975,0.939807013,0.035113596,0.672438541
Br2Fe1,964,95.054,0.500183255,0.387859722,0.358034623,0.037838505
Br2Fe1,900,93.63,0.921582468,0.561890687,0.619200375,0.820308232
Br2Fe1,800,91.404,0.0227589,0.274656123,0.502233342,0.221446096
Br2Fe1,700,89.178,0.373891456,0.492554323,0.494107281,0.798105395
Br2Fe1,650,88.061,0.875757612,0.280847156,0.698332981,0.289754788
Br2Fe1,650,88.069,0.751594184,0.470413132,0.063894085,0.81418582
Br2Fe1,600,86.952,0.363432012,0.448645182,0.25165303,0.133803331
Br2Fe1,500,84.726,0.522016761,0.429764534,0.726984058,0.282679883
Br2Fe1,400,82.5,0.145917784,0.934674572,0.400124973,0.399747657
Br2Fe1,300,80.274,0.385959689,0.49021681,0.125707501,0.378056552
Br2Hg1,1400,107.587,0.677653387,0.167769829,0.515442288,0.513948647
Br2Hg1,1300,104.659,0.862562799,0.494799462,0.841926627,0.763638332
Br2Hg1,1200,101.73,0.216127317,0.876892523,0.855732552,0.877638101
Br2Hg1,1100,98.801,0.555507787,0.646341652,0.402502032,0.634236248
Br2Hg1,1000,95.872,0.206843084,0.539307117,0.27649546,0.666489542
Br2Hg1,900,92.943,0.754535199,0.189887181,0.893301033,0.875485274
Br2Hg1,800,90.015,0.913862116,0.356232709,0.889622931,0.740013965
Br2Hg1,700,87.086,0.514940475,0.162239282,0.030302401,0.744767916
Br2Hg1,600,84.157,0.897718914,0.61522968,0.152599372,0.565762298
Br2Hg1,500,81.206,0.763433579,0.008198963,0.874415742,0.843866381
Br2Hg1,400,78.321,0.199732513,0.368034311,0.143159013,0.791281431
Br2Hg1,300,75.366,0.699397994,0.773161183,0.41120732,0.979769315
Br2Hg1,298,75.312,0.366917715,0.850561217,0.466864281,0.870830262
Br2Hg2,1400,125.143,0.578598955,0.743939914,0.137213658,0.781565274
Br2Hg2,1300,124.209,0.360571147,0.406510731,0.402635479,0.931048076
Br2Hg2,1200,123.47,0.807198345,0.934305734,0.566654688,0.047628095
Br2Hg2,1100,122.539,0.191635135,0.041327555,0.24778355,0.374785831
Br2Hg2,1000,121.545,0.805039951,0.372295029,0.598913835,0.931970937
Br2Hg2,900,120.416,0.06457891,0.844470439,0.616552279,0.237088065
Br2Hg2,800,119.118,0.158552136,0.018422303,0.892821485,0.904263166
Br2Hg2,700,117.529,0.577566349,0.63660834,0.182586383,0.404324602
Br2Hg2,600,115.604,0.378222671,0.154551387,0.702987356,0.645325812
Br2Hg2,500,113.052,0.966640437,0.51554929,0.639222458,0.260351763
Br2Hg2,400,109.621,0.135043241,0.774955039,0.906135913,0.184259462
Br2Hg2,300,104.703,0.49988442,0.321443342,0.337570009,0.994617913
Br2Hg2,298,104.6,0.392099947,0.688424147,0.640411185,0.311253527
Br2Mo1,298,79.684,0.286983341,0.27066813,0.164276166,0.903688486
Br2Mo1,1700,94.349,0.036430036,0.546845439,0.82650391,0.181846378
Br2Mo1,1600,93.303,0.768005476,0.144330954,0.281488076,0.432947673
Br2Mo1,1500,92.257,0.903457293,0.148021074,0.83122547,0.068446816
Br2Mo1,1400,91.211,0.754853946,0.353771537,0.707620865,0.415918654
Br2Mo1,1300,90.165,0.106494803,0.63586667,0.757456214,0.53274147
Br2Mo1,1200,89.119,0.398992491,0.455584131,0.077088341,0.374186168
Br2Mo1,1100,88.073,0.670054916,0.431355643,0.154171503,0.989391685
Br2Mo1,1000,87.027,0.258414945,0.674605396,0.16737409,0.116689685
Br2Mo1,900,85.981,0.41851609,0.60830781,0.570457134,0.218625788
Br2Mo1,800,84.935,0.187370069,0.843569313,0.054382232,0.142072788
Br2Mo1,700,83.889,0.085552849,0.886317047,0.805801602,0.261396568
Br2Mo1,600,82.843,0.961047279,0.31009261,0.602409312,0.609384811
Br2Mo1,500,81.797,0.470365761,0.36624796,0.134350178,0.865546371
Br2Mo1,400,80.751,0.485448094,0.868754017,0.757838083,0.262369224
Br2Mo1,300,79.705,0.827416338,0.242231174,0.781891849,0.005668082
Br2Pb1,900,101.621,0.395222779,0.968010034,0.433124992,0.301827042
Br2Pb1,800,97.341,0.494478587,0.994874182,0.446442126,0.871490287
Br2Pb1,700,93.061,0.429319857,0.353479017,0.19794341,0.588518235
Br2Pb1,600,88.784,0.735986637,0.024390315,0.990289601,0.280842755
Br2Pb1,500,84.684,0.530949208,0.741753179,0.791230059,0.201038591
Br2Pb1,400,81.253,0.988504598,0.343590591,0.29545916,0.00486126
Br2Pb1,300,79.613,0.206609051,0.357392286,0.968803072,0.397274185
Br2Pb1,298,79.578,0.904954434,0.027061802,0.678836535,0.879434692
Br2Sr1,298,76.853,0.938756072,0.569409959,0.550844631,0.410257425
Br2Sr1,1400,115.06,0.366780166,0.901020226,0.188511837,0.885609359
Br2Sr1,1300,115.06,0.216463908,0.103148249,0.856260014,0.866679389
Br2Sr1,1200,115.06,0.773352823,0.660689283,0.480676289,0.202790557
Br2Sr1,1100,115.06,0.290851197,0.3640255,0.142363716,0.775480728
Br2Sr1,1000,115.06,0.803160966,0.025606068,0.428703642,0.175454766
Br2Sr1,930,115.06,0.051836978,0.141230246,0.082029674,0.41829564
Br2Sr1,918,91.717,0.90372167,0.976371904,0.435498112,0.328384785
Br2Sr1,918,115.06,0.35340662,0.584809064,0.401922288,0.294928403
Br2Sr1,900,91.002,0.121297583,0.966202936,0.191701381,0.550213684
Br2Sr1,800,87.571,0.479590857,0.723794773,0.364507993,0.802582891
Br2Sr1,700,84.893,0.800094231,0.474057571,0.253313005,0.871689265
Br2Sr1,600,82.676,0.518807624,0.897186864,0.324899281,0.102342893
Br2Sr1,500,80.835,0.818537251,0.960489647,0.965379306,0.412049519
Br2Sr1,300,76.902,0.03189526,0.858352065,0.755167108,0.368149899
Br2Ti1,1400,91.32,0.371465,0.597240938,0.626687299,0.786137102
Br2Ti1,1300,90.174,0.063195061,0.374334111,0.82539178,0.83877578
Br2Ti1,1200,89.027,0.544611974,0.347283608,0.277053943,0.540942542
Br2Ti1,1100,87.881,0.998197442,0.619051662,0.029494953,0.188170708
Br2Ti1,1000,86.734,0.90107683,0.911615268,0.23292168,0.627329326
Br2Ti1,900,85.588,0.984696092,0.126058313,0.556977972,0.377469347
Br2Ti1,800,84.441,0.503613906,0.680937023,0.810724102,0.512028087
Br2Ti1,700,83.295,0.752037118,0.943573907,0.360145886,0.700855748
Br2Ti1,600,82.149,0.979235669,0.966430198,0.506071542,0.658448012
Br2Ti1,500,81.002,0.801885372,0.747176214,0.361907139,0.096325446
Br2Ti1,400,79.856,0.022927198,0.390484068,0.261239504,0.540831459
Br2Ti1,300,78.709,0.45089025,0.567228308,0.088186278,0.641794659
Br2Ti1,298,78.688,0.033945634,0.129177923,0.1280726,0.493791365
Br3Mo1,298,105.37,0.830199619,0.474305048,0.823441469,0.688124716
Br3Mo1,1400,121.503,0.34368884,0.925707645,0.472999415,0.200388167
Br3Mo1,1300,120.039,0.798132014,0.37862245,0.319233592,0.786028733
Br3Mo1,1200,118.575,0.938102754,0.252333698,0.247677048,0.083859564
Br3Mo1,1100,117.11,0.253058038,0.123106094,0.23803705,0.87244246
Br3Mo1,1000,115.646,0.613059102,0.503915141,0.996348002,0.822724736
Br3Mo1,900,114.181,0.129805812,0.668080826,0.638258611,0.013078104
Br3Mo1,800,112.717,0.157620128,0.33453229,0.544626249,0.138946419
Br3Mo1,700,111.253,0.206058439,0.607235481,0.029894969,0.492006069
Br3Mo1,600,109.788,0.261079704,0.624561154,0.43062786,0.567178257
Br3Mo1,500,108.324,0.737590688,0.657338804,0.100602362,0.999989455
Br3Mo1,400,106.859,0.522892887,0.208201739,0.048728777,0.852969469
Br3Mo1,300,105.395,0.353962584,0.646520807,0.180991985,0.945477431
Br3Ti1,1400,172.015,0.646842503,0.976609103,0.086011125,0.649447466
Br3Ti1,1300,168.755,0.005726689,0.882272252,0.33265865,0.806191357
Br3Ti1,1200,165.111,0.536462323,0.156297155,0.157356957,0.719374102
Br3Ti1,1100,161.084,0.675630636,0.477762873,0.998522535,0.944486695
Br3Ti1,1000,156.673,0.906609573,0.701338586,0.768348845,0.206626142
Br3Ti1,900,151.879,0.265274398,0.551033903,0.681370363,0.123562335
Br3Ti1,800,147.277,0.315352461,0.936928186,0.944294843,0.227676922
Br3Ti1,700,137.21,0.980260401,0.080620993,0.484423365,0.201667841
Br3Ti1,600,125.507,0.195407297,0.182119464,0.103021131,0.5521313
Br3Ti1,500,114.709,0.271843562,0.791201072,0.27832054,0.004403212
Br3Ti1,400,105.818,0.259046741,0.702499995,0.405872045,0.615873779
Br3Ti1,300,101.776,0.769519529,0.053095471,0.346509235,0.06489516
Br3Ti1,298,101.705,0.341435554,0.87987398,0.685005133,0.47223418
Br3Zr1,1900,106.566,0.327960875,0.28604616,0.420163525,0.156885558
Br3Zr1,1800,106.525,0.777863801,0.231552022,0.742594495,0.32916005
Br3Zr1,1700,106.483,0.522580639,0.607998948,0.472094538,0.627873904
Br3Zr1,1600,106.441,0.267494937,0.463596457,0.976900152,0.188416662
Br3Zr1,1500,106.399,0.32123481,0.285753284,0.755386213,0.789286814
Br3Zr1,1400,106.357,0.744316074,0.211350778,0.746670836,0.164651695
Br3Zr1,1300,106.315,0.128073041,0.172612113,0.513241999,0.616723016
Br3Zr1,1200,106.232,0.597351077,0.716354314,0.823481024,0.560703679
Br3Zr1,1100,106.148,0.40247468,0.218904732,0.038359489,0.779658164
Br3Zr1,1000,106.064,0.121228847,0.243481343,0.87296303,0.621940352
Br3Zr1,900,105.855,0.019916802,0.828415517,0.946966142,0.849253383
Br3Zr1,800,105.437,0.122284881,0.228214246,0.228387106,0.241221686
Br3Zr1,700,105.018,0.017010657,0.752239063,0.36347645,0.454166093
Br3Zr1,600,104.6,0.08737473,0.296710339,0.607975054,0.460950056
Br3Zr1,500,103.763,0.513926342,0.846023695,0.66442484,0.114888562
Br3Zr1,400,102.508,0.641488173,0.521583886,0.260156789,0.207009763
Br3Zr1,300,99.562,0.154605801,0.663283014,0.660833486,0.782739419
Br3Zr1,298,99.483,0.614306769,0.423421365,0.235306964,0.510444809
Br4Mo1,900,144.4,0.050611125,0.597045571,0.604598437,0.933527947
Br4Mo1,800,142.674,0.583351493,0.062756572,0.307128183,0.428945487
Br4Mo1,700,140.844,0.760777923,0.777221004,0.140504823,0.869623614
Br4Mo1,600,138.909,0.738687369,0.039667141,0.926234738,0.559294088
Br4Mo1,500,136.817,0.590616243,0.338282761,0.179348376,0.608653602
Br4Mo1,400,135.143,0.327896685,0.942090209,0.898738625,0.497204755
Br4Mo1,300,133.093,0.527579511,0.056711211,0.319134725,0.445050703
Br4Mo1,298,133.051,0.672893357,0.150718941,0.273477945,0.530709292
Br4Ti1,1400,133.779,0.547862477,0.48724309,0.786055135,0.533597382
Br4Ti1,1300,133.779,0.658519442,0.23859889,0.556654125,0.577308502
Br4Ti1,1200,133.779,0.097491098,0.522012323,0.080879972,0.943324284
Br4Ti1,1100,133.779,0.26156565,0.259700784,0.248307287,0.408882484
Br4Ti1,1000,133.779,0.9946267,0.956153951,0.366281341,0.234524128
Br4Ti1,900,133.779,0.395152939,0.167644006,0.070386803,0.962475954
Br4Ti1,800,133.779,0.503412605,0.472386803,0.538565027,0.510847454
Br4Ti1,700,133.779,0.909804017,0.718043759,0.880896594,0.818892852
Br4Ti1,600,133.779,0.438450489,0.801856478,0.51330703,0.607647946
Br4Ti1,500,133.779,0.511501308,0.151825087,0.916747895,0.167220918
Br4Ti1,400,133.779,0.144353272,0.15815086,0.943967041,0.963884373
Br4Ti1,311.4,133.779,0.747891541,0.068055095,0.003510008,0.968604217
Br4Ti1,300,131.815,0.043178175,0.869406101,0.831703886,0.664127466
Br4Ti1,298,131.503,0.38765661,0.815156732,0.948412665,0.147074453
C0.98Nb1,2900,62.174,0.822269093,0.811190576,0.424236796,0.590217163
C0.98Nb1,2800,61.672,0.502075258,0.318840382,0.683005285,0.935363692
C0.98Nb1,2700,61.17,0.693038354,0.340203783,0.477950765,0.716283467
C0.98Nb1,2600,60.668,0.202030694,0.841691934,0.423123443,0.707156078
C0.98Nb1,2500,60.166,0.524442182,0.298493121,0.929819683,0.409163743
C0.98Nb1,2400,59.664,0.027844643,0.417187369,0.631133004,0.075758447
C0.98Nb1,2300,59.162,0.314484549,0.410440005,0.706953436,0.883393907
C0.98Nb1,2200,58.66,0.961038506,0.059982094,0.865383769,0.95282016
C0.98Nb1,2100,58.158,0.701485106,0.571790913,0.490801757,0.205199085
C0.98Nb1,2000,57.656,0.949628862,0.567929354,0.233906787,0.418805189
C0.98Nb1,1900,57.153,0.535205779,0.410547387,0.977450317,0.888820132
C0.98Nb1,1800,56.651,0.963911391,0.917685221,0.38924447,0.388457395
C0.98Nb1,1700,56.134,0.637663618,0.489583682,0.09703208,0.928742888
C0.98Nb1,1600,55.605,0.595492917,0.763328971,0.598928993,0.367720686
C0.98Nb1,1500,55.061,0.85770688,0.362405329,0.617899466,0.439048388
C0.98Nb1,1400,54.504,0.794893533,0.253453676,0.682234309,0.547092845
C0.98Nb1,1300,53.932,0.908589605,0.088805974,0.916758124,0.527779348
C0.98Nb1,1200,53.304,0.609058551,0.113345135,0.612763081,0.56513068
C0.98Nb1,1100,52.635,0.617330075,0.909565465,0.628706628,0.045078688
C0.98Nb1,1000,51.923,0.501978148,0.809017509,0.793956507,0.641989456
C0.98Nb1,900,51.087,0.705509372,0.325241289,0.96134107,0.696846751
C0.98Nb1,800,50.124,0.592218239,0.842244074,0.882371959,0.626888513
C0.98Nb1,700,48.911,0.485795933,0.249807102,0.799323798,0.026729797
C0.98Nb1,600,47.363,0.290133166,0.635812264,0.76336183,0.273094657
C0.98Nb1,500,45.145,0.517300408,0.143293968,0.218916718,0.398790538
C0.98Nb1,400,41.882,0.953241084,0.443943196,0.883953609,0.497422949
C0.98Nb1,300,36.38,0.792832845,0.474218454,0.621790591,0.616558348
C0.98Nb1,298,36.233,0.567616048,0.790687954,0.21507006,0.116639343
C1Be2,3400,92.939,0.854273115,0.142521618,0.150968273,0.403637861
C1Be2,3300,92.864,0.275091331,0.765303349,0.303106947,0.066403965
C1Be2,3200,92.786,0.188282017,0.508213216,0.350520509,0.203515287
C1Be2,3100,92.705,0.25916188,0.487940166,0.893597756,0.484352061
C1Be2,3000,92.621,0.510862139,0.460348298,0.400255453,0.120048895
C1Be2,2900,92.534,0.910928989,0.279049469,0.428105902,0.459824365
C1Be2,2800,92.443,0.691354936,0.150738882,0.398069683,0.773392607
C1Be2,2700,92.35,0.573167754,0.751467702,0.058467118,0.85189229
C1Be2,2600,92.253,0.657472263,0.928579087,0.716530499,0.162932949
C1Be2,2500,92.153,0.568825439,0.258376094,0.386291255,0.841985904
